timestamp,open,high,low,close,volume
1052093700000,340.454,340.843,340.442,340.843,0.0079
1052094000000,340.521,340.751,340.145,340.42,0.0175
1052094900000,340.332,340.609,340.123,340.128,0.0079
1052095200000,340.092,340.462,339.993,340.207,0.0074
1052095800000,340.179,340.437,339.81,339.983,0.0142
1052096100000,340.296,340.498,339.977,340.036,0.0066
1052096400000,340.461,340.641,340.189,340.367,0.006
1052097600000,340.404,340.82,340.338,340.589,0.0083
1052097900000,340.539,341.213,340.511,341.213,0.0156
1052098200000,340.892,341.255,340.608,340.807,0.0144
1052098800000,340.507,340.8,340.07,340.138,0.015
1052099400000,340.189,340.467,339.955,339.987,0.008
1052100300000,340.134,340.389,339.905,340.052,0.0104
1052100600000,340.086,340.288,339.813,339.813,0.0079
1052100900000,339.939,340.472,339.939,340.154,0.0116
1052101200000,340.057,340.448,339.998,339.998,0.0057
1052103000000,340.053,340.374,340.014,340.03,0.0078
1052103300000,340.085,340.315,339.903,339.989,0.0047
1052103600000,340.347,340.347,339.914,339.914,0.0117
1052104200000,340.001,340.354,339.848,340.099,0.0077
1052104500000,339.937,340.333,339.842,339.842,0.0076
1052104800000,340.262,340.464,339.997,339.997,0.0086
1052105400000,340.137,340.549,340.084,340.084,0.0105
1052105700000,340.222,340.499,339.978,340.211,0.0109
1052106300000,340.018,340.501,339.999,340.02,0.0183
1052106600000,340.079,340.442,339.994,340.187,0.0063
1052106900000,340.184,340.418,339.901,340.009,0.0072
1052107200000,340.221,340.426,339.879,340.426,0.0101
1052107500000,340.014,340.44,339.945,340.238,0.0143
1052108100000,340.415,340.415,339.908,339.908,0.0103
1052108400000,340.116,340.297,339.819,339.832,0.0106
1052109000000,340.055,340.392,339.734,339.734,0.0225
1052109300000,340.053,340.44,339.963,340.188,0.0128
1052109600000,340.096,340.453,339.921,340.175,0.0122
1052110500000,340.155,340.604,340.03,340.231,0.0105
1052112000000,340.286,340.563,340.048,340.202,0.0116
1052112300000,339.968,340.457,339.968,340.252,0.0086
1052112600000,340.18,340.41,339.833,340.153,0.027
1052112900000,340.351,340.351,339.87,339.87,0.0101
1052113200000,340.365,340.365,339.922,340.013,0.0082
1052113800000,339.938,340.378,339.828,340.215,0.0113
1052114100000,340.123,340.391,339.911,339.911,0.0125
1052115000000,340.429,340.508,339.962,340.328,0.0214
1052115300000,340.063,340.538,340.047,340.283,0.0139
1052115600000,340.238,340.441,339.905,339.975,0.0128
1052116500000,339.849,340.386,339.849,339.896,0.0126
1052116800000,339.948,340.442,339.948,340.058,0.0184
1052117700000,340.15,340.427,339.884,340.092,0.0077
1052118000000,340.423,340.423,339.914,339.914,0.0112
1052118900000,340.189,340.442,340.02,340.055,0.0094
1052119800000,339.948,340.501,339.948,340.298,0.0132
1052120400000,340.258,340.523,339.848,340.439,0.0421
1052120700000,340.102,340.305,339.806,340.305,0.0072
1052121600000,339.748,340.262,339.748,340.01,0.0089
1052121900000,339.817,340.455,339.817,340.001,0.0175
1052122800000,340.466,340.744,340.226,340.423,0.0077
1052123100000,340.822,341.106,340.563,340.76,0.0068
1052123400000,340.887,341.09,340.573,341.09,0.0079
1052123700000,340.878,341.08,340.599,340.599,0.0076
1052124000000,341.049,341.049,340.525,340.771,0.0071
1052124300000,340.635,341.039,340.558,340.836,0.01
1052124600000,340.766,341.019,340.526,340.608,0.0068
1052125200000,340.754,341.009,340.487,340.819,0.0164
1052125800000,341.006,341.006,340.537,340.804,0.0142
1052126100000,340.459,340.978,340.459,340.775,0.0127
1052126400000,340.742,340.922,340.443,340.508,0.0093
1052126700000,341.022,341.022,340.503,340.745,0.0088
1052127900000,340.799,341.202,340.703,340.947,0.0124
1052128500000,340.844,341.31,340.837,341.08,0.016
1052131500000,341.279,341.315,340.75,341.028,0.0117
1052132400000,340.86,341.329,340.792,341.209,0.0468
1052132700000,341.209,341.275,340.707,341.259,0.0304
1052133000000,340.813,341.332,340.787,341.332,0.0272
1052133300000,340.906,341.308,340.732,341.092,0.0488
1052133600000,341.009,341.33,340.55,340.887,0.0612
1052133900000,340.963,341.339,340.727,340.986,0.0423
1052134200000,340.875,341.288,340.713,340.86,0.0533
1052134500000,340.79,341.259,340.687,341.243,0.0328
1052134800000,340.837,341.295,340.693,340.716,0.0607
1052135100000,341.217,341.287,340.738,341.287,0.0373
1052135400000,340.879,341.393,340.785,341.195,0.0422
1052135700000,341.001,341.337,340.728,341.223,0.0575
1052136000000,340.832,341.249,340.649,340.991,0.0543
1052136300000,340.791,341.252,340.607,340.961,0.0504
1052136600000,340.726,341.211,340.635,340.949,0.0531
1052136900000,341.164,341.286,340.513,341.221,0.0753
1052137200000,340.884,341.281,340.717,340.984,0.0325
1052137500000,341.239,341.256,340.665,340.94,0.0574
1052137800000,341.198,341.236,340.699,340.949,0.0681
1052138100000,340.808,341.325,340.699,341.177,0.0546
1052138400000,341.212,341.285,340.65,340.971,0.0673
1052138700000,340.792,341.269,340.716,340.98,0.0543
1052139000000,341.202,341.304,340.681,341.007,0.0692
1052139300000,341.225,341.344,340.696,340.952,0.0796
1052139600000,340.907,341.334,340.655,341.153,0.0615
1052139900000,341.143,341.286,340.654,340.814,0.077
1052140200000,340.723,341.235,340.608,340.679,0.0638
1052140500000,341.12,341.289,340.619,340.919,0.0571
1052140800000,341.132,341.275,340.646,340.714,0.0801
1052141100000,340.791,341.306,340.574,340.728,0.0573
1052141400000,340.667,341.253,340.591,340.905,0.0664
1052141700000,340.853,341.33,340.544,341.191,0.0625
1052142000000,341.218,341.289,340.677,341.289,0.0591
1052142300000,341.292,341.307,340.553,340.981,0.0647
1052142600000,340.882,341.394,340.604,340.604,0.0619
1052142900000,340.923,341.334,340.512,341.052,0.0639
1052143200000,341.06,341.337,340.337,340.951,0.0702
1052143500000,340.957,341.254,340.616,340.628,0.0628
1052143800000,340.927,341.148,340.453,340.928,0.0789
1052144100000,340.874,341.497,340.441,340.987,0.0866
1052144400000,340.771,341.356,340.523,340.8,0.0803
1052144700000,340.85,341.272,340.389,340.806,0.068
1052145000000,340.732,341.046,340.233,340.847,0.0655
1052145300000,340.57,341.233,340.389,340.992,0.0668
1052145600000,340.974,341.223,340.43,340.727,0.0635
1052145900000,340.922,341.097,340.184,340.494,0.0776
1052146200000,340.451,341.143,340.38,340.928,0.0667
1052146500000,340.619,341.316,340.361,340.906,0.073
1052146800000,341.459,341.931,341.209,341.705,0.0683
1052147100000,341.879,341.963,341.117,341.738,0.0753
1052147400000,341.679,342.145,341.182,342.017,0.0973
1052147700000,342.067,342.101,341.111,341.539,0.068
1052148000000,341.542,342.095,341.244,341.597,0.0662
1052148300000,341.703,341.93,341.087,341.478,0.0843
1052148600000,341.214,341.96,341.214,341.619,0.0914
1052148900000,341.845,341.919,341.319,341.43,0.0736
1052149200000,341.378,341.995,341.236,341.785,0.0741
1052149500000,341.566,341.963,341.171,341.602,0.063
1052149800000,341.666,341.997,341.268,341.713,0.0661
1052150100000,341.663,342.076,340.966,341.241,0.0654
1052150400000,341.496,342.531,341.231,341.933,0.084
1052150700000,341.87,342.289,341.622,341.874,0.0706
1052151000000,342.334,342.479,341.7,342.281,0.0639
1052151300000,342.281,342.588,341.674,341.967,0.0701
1052151600000,342.325,342.437,341.678,341.704,0.0622
1052151900000,342.215,342.365,341.742,342.258,0.0823
1052152200000,342.105,342.529,341.485,342.129,0.0741
1052152500000,341.849,342.319,341.676,341.939,0.07
1052152800000,341.92,342.402,341.584,342.207,0.0657
1052153100000,342.202,342.369,341.723,341.804,0.0468
1052153400000,341.641,342.387,341.641,342.126,0.0744
1052153700000,342.112,342.308,341.725,341.964,0.0687
1052154600000,341.568,342.236,341.568,342.056,0.0098
1052154900000,342.189,342.189,341.75,341.959,0.0091
